timestamp,NO2_GM,C2H5OH_GM,VOC_GM,CO_GM,CO_MiCS,C2H5OH_MiCS,VOC_MiCS
0.0,0.87,0.603,0.194,0.064,1.45,0.8,0.383
0.25,0.871,0.604,0.194,0.064,1.392,0.759,0.366
0.5,0.871,0.605,0.194,0.064,1.508,0.842,0.4
0.75,0.872,0.604,0.195,0.065,1.421,0.78,0.374
1.0,0.872,0.604,0.195,0.065,1.421,0.78,0.374
1.25,0.873,0.604,0.195,0.065,1.336,0.719,0.349
1.5,0.873,0.604,0.196,0.065,1.479,0.821,0.391
1.75,0.873,0.605,0.196,0.066,1.421,0.78,0.374
2.0,0.873,0.605,0.196,0.066,1.479,0.821,0.391
2.25,0.873,0.605,0.196,0.066,1.392,0.759,0.366
2.5,0.873,0.605,0.196,0.066,1.392,0.759,0.366
2.75,0.873,0.605,0.197,0.066,1.45,0.8,0.383
3.0,0.873,0.605,0.197,0.066,1.392,0.759,0.366
3.25,0.874,0.605,0.198,0.066,1.479,0.821,0.391
3.5,0.874,0.605,0.199,0.066,1.537,0.864,0.409
3.75,0.874,0.605,0.199,0.066,1.364,0.739,0.357
4.0,0.874,0.605,0.2,0.066,1.364,0.739,0.357
4.25,0.874,0.605,0.199,0.067,1.364,0.739,0.357
4.5,0.874,0.605,0.2,0.067,1.364,0.739,0.357
4.75,0.874,0.605,0.2,0.067,1.45,0.8,0.383
5.0,0.874,0.605,0.201,0.067,1.508,0.842,0.4
5.25,0.875,0.605,0.201,0.067,1.392,0.759,0.366
5.5,0.874,0.605,0.201,0.067,1.364,0.739,0.357
5.75,0.875,0.606,0.202,0.067,1.364,0.739,0.357
6.0,0.875,0.605,0.202,0.067,1.392,0.759,0.366
6.25,0.876,0.605,0.202,0.066,1.364,0.739,0.357
6.5,0.875,0.605,0.202,0.067,1.364,0.739,0.357
6.75,0.875,0.606,0.202,0.067,1.364,0.739,0.357
7.0,0.876,0.605,0.202,0.067,1.364,0.739,0.357
7.25,0.875,0.606,0.202,0.067,1.364,0.739,0.357
7.5,0.875,0.606,0.202,0.067,1.007,0.497,0.253
7.75,0.875,0.606,0.202,0.067,1.364,0.739,0.357
8.0,0.875,0.606,0.202,0.068,1.392,0.759,0.366
8.25,0.875,0.606,0.203,0.067,1.392,0.759,0.366
8.5,0.875,0.606,0.203,0.067,1.392,0.759,0.366
8.75,0.875,0.606,0.203,0.067,1.392,0.759,0.366
9.0,0.875,0.606,0.204,0.067,1.392,0.759,0.366
9.25,0.875,0.606,0.203,0.067,1.421,0.78,0.374
9.5,0.875,0.606,0.204,0.067,1.364,0.739,0.357
9.75,0.875,0.606,0.203,0.067,1.364,0.739,0.357
10.0,0.875,0.606,0.204,0.067,1.392,0.759,0.366
10.25,0.875,0.606,0.204,0.067,1.392,0.759,0.366
10.5,0.875,0.606,0.204,0.067,1.392,0.759,0.366
10.75,0.876,0.606,0.204,0.067,1.392,0.759,0.366
11.0,0.876,0.606,0.204,0.067,1.364,0.739,0.357
11.25,0.875,0.606,0.204,0.067,1.336,0.719,0.349
11.5,0.875,0.606,0.204,0.067,1.392,0.759,0.366
11.75,0.875,0.606,0.204,0.067,1.392,0.759,0.366
12.0,0.875,0.606,0.205,0.067,1.421,0.78,0.374
12.25,0.876,0.607,0.204,0.067,1.364,0.739,0.357
12.5,0.876,0.606,0.204,0.068,1.392,0.759,0.366
12.75,0.876,0.606,0.205,0.067,1.392,0.759,0.366
13.0,0.875,0.606,0.205,0.067,1.336,0.719,0.349
13.25,0.876,0.606,0.205,0.067,1.392,0.759,0.366
13.5,0.875,0.606,0.205,0.068,1.392,0.759,0.366
13.75,0.876,0.606,0.205,0.067,1.392,0.759,0.366
14.0,0.876,0.606,0.206,0.067,1.392,0.759,0.366
14.25,0.875,0.607,0.205,0.068,1.392,0.759,0.366
14.5,0.875,0.606,0.206,0.067,1.392,0.759,0.366
14.75,0.876,0.607,0.206,0.067,1.392,0.759,0.366
15.0,0.876,0.606,0.205,0.068,1.392,0.759,0.366
15.25,0.875,0.606,0.206,0.068,1.392,0.759,0.366
15.5,0.875,0.607,0.206,0.067,1.392,0.759,0.366
15.75,0.876,0.606,0.206,0.068,1.392,0.759,0.366
16.0,0.877,0.606,0.206,0.068,1.392,0.759,0.366
16.25,0.876,0.606,0.206,0.068,1.392,0.759,0.366
16.5,0.876,0.606,0.206,0.068,1.336,0.719,0.349
16.75,0.875,0.606,0.206,0.067,1.392,0.759,0.366
17.0,0.876,0.607,0.206,0.068,1.392,0.759,0.366
17.25,0.876,0.606,0.207,0.067,1.392,0.759,0.366
17.5,0.876,0.606,0.206,0.067,1.392,0.759,0.366
17.75,0.876,0.606,0.207,0.067,1.392,0.759,0.366
18.0,0.876,0.606,0.207,0.067,1.392,0.759,0.366
18.25,0.876,0.608,0.207,0.068,1.392,0.759,0.366
18.5,0.876,0.608,0.208,0.067,1.421,0.78,0.374
18.75,0.876,0.608,0.208,0.067,1.392,0.759,0.366
19.0,0.876,0.607,0.207,0.068,1.392,0.759,0.366
19.25,0.877,0.607,0.208,0.067,1.392,0.759,0.366
19.5,0.877,0.607,0.208,0.067,1.421,0.78,0.374
19.75,0.876,0.606,0.208,0.067,1.392,0.759,0.366
20.0,0.877,0.608,0.208,0.068,1.392,0.759,0.366
20.25,0.877,0.607,0.208,0.068,1.392,0.759,0.366
20.5,0.877,0.607,0.208,0.068,1.392,0.759,0.366
20.75,0.876,0.606,0.208,0.068,1.392,0.759,0.366
21.0,0.877,0.608,0.208,0.067,1.392,0.759,0.366
21.25,0.876,0.608,0.209,0.068,1.392,0.759,0.366
21.5,0.876,0.608,0.208,0.068,1.421,0.78,0.374
21.75,0.877,0.608,0.208,0.068,1.392,0.759,0.366
22.0,0.877,0.608,0.209,0.068,1.392,0.759,0.366
22.25,0.876,0.608,0.209,0.068,1.392,0.759,0.366
22.5,0.876,0.608,0.209,0.069,1.392,0.759,0.366
22.75,0.877,0.608,0.209,0.068,1.392,0.759,0.366
23.0,0.876,0.608,0.21,0.068,1.392,0.759,0.366
23.25,0.876,0.608,0.209,0.068,1.392,0.759,0.366
23.5,0.876,0.608,0.209,0.068,1.392,0.759,0.366
23.75,0.876,0.608,0.209,0.068,1.421,0.78,0.374
24.0,0.877,0.607,0.21,0.068,1.392,0.759,0.366
24.25,0.877,0.608,0.21,0.068,1.392,0.759,0.366
24.5,0.876,0.607,0.21,0.068,1.392,0.759,0.366
24.75,0.877,0.608,0.21,0.068,1.421,0.78,0.374
25.0,0.877,0.607,0.21,0.068,1.392,0.759,0.366
25.25,0.877,0.608,0.21,0.068,1.392,0.759,0.366
25.5,0.877,0.608,0.21,0.069,1.392,0.759,0.366
25.75,0.877,0.607,0.211,0.068,1.392,0.759,0.366
26.0,0.877,0.608,0.21,0.069,1.392,0.759,0.366
26.25,0.877,0.608,0.211,0.068,1.45,0.8,0.383
26.5,0.877,0.608,0.211,0.069,1.392,0.759,0.366
26.75,0.877,0.608,0.211,0.069,1.421,0.78,0.374
27.0,0.877,0.608,0.212,0.069,1.45,0.8,0.383
27.25,0.877,0.608,0.212,0.069,1.392,0.759,0.366
27.5,0.877,0.608,0.212,0.069,1.45,0.8,0.383
27.75,0.877,0.608,0.212,0.069,1.392,0.759,0.366
28.0,0.877,0.608,0.212,0.069,1.421,0.78,0.374
28.25,0.877,0.608,0.212,0.069,1.421,0.78,0.374
28.5,0.877,0.608,0.212,0.069,1.392,0.759,0.366
28.75,0.877,0.608,0.212,0.069,1.392,0.759,0.366
29.0,0.877,0.609,0.212,0.069,1.392,0.759,0.366
29.25,0.877,0.608,0.212,0.069,1.392,0.759,0.366
29.5,0.877,0.608,0.212,0.069,1.392,0.759,0.366
29.75,0.877,0.608,0.212,0.069,1.392,0.759,0.366
30.0,0.877,0.608,0.213,0.069,1.392,0.759,0.366
30.25,0.877,0.608,0.212,0.069,1.421,0.78,0.374
30.5,0.878,0.609,0.213,0.069,1.392,0.759,0.366
30.75,0.877,0.608,0.213,0.068,1.392,0.759,0.366
31.0,0.878,0.608,0.212,0.069,1.392,0.759,0.366
31.25,0.877,0.608,0.213,0.069,1.336,0.719,0.349
31.5,0.877,0.608,0.213,0.069,1.392,0.759,0.366
31.75,0.877,0.609,0.213,0.069,1.392,0.759,0.366
32.0,0.877,0.608,0.213,0.069,1.392,0.759,0.366
32.25,0.877,0.609,0.213,0.069,1.421,0.78,0.374
32.5,0.877,0.609,0.213,0.069,1.421,0.78,0.374
32.75,0.877,0.608,0.214,0.069,1.392,0.759,0.366
33.0,0.877,0.608,0.213,0.069,1.392,0.759,0.366
33.25,0.877,0.609,0.214,0.069,1.421,0.78,0.374
33.5,0.877,0.608,0.214,0.069,1.392,0.759,0.366
33.75,0.877,0.608,0.213,0.069,1.421,0.78,0.374
34.0,0.877,0.609,0.214,0.069,1.508,0.842,0.4
34.25,0.877,0.609,0.215,0.07,1.479,0.821,0.391
34.5,0.878,0.609,0.214,0.069,1.479,0.821,0.391
34.75,0.877,0.609,0.215,0.069,1.508,0.842,0.4
35.0,0.878,0.609,0.215,0.069,1.421,0.78,0.374
35.25,0.877,0.609,0.215,0.069,1.421,0.78,0.374
35.5,0.877,0.609,0.215,0.069,1.421,0.78,0.374
35.75,0.877,0.609,0.216,0.069,1.421,0.78,0.374
36.0,0.877,0.609,0.216,0.069,1.421,0.78,0.374
36.25,0.877,0.609,0.216,0.069,1.421,0.78,0.374
36.5,0.877,0.608,0.216,0.07,1.421,0.78,0.374
36.75,0.878,0.609,0.216,0.069,1.421,0.78,0.374
37.0,0.878,0.609,0.216,0.07,1.421,0.78,0.374
37.25,0.878,0.609,0.216,0.069,1.421,0.78,0.374
37.5,0.878,0.61,0.217,0.069,1.421,0.78,0.374
37.75,0.878,0.609,0.216,0.07,1.421,0.78,0.374
38.0,0.878,0.609,0.216,0.069,1.421,0.78,0.374
38.25,0.877,0.609,0.216,0.069,1.421,0.78,0.374
38.5,0.878,0.609,0.217,0.069,1.421,0.78,0.374
38.75,0.877,0.609,0.217,0.069,1.421,0.78,0.374
39.0,0.878,0.609,0.216,0.069,1.421,0.78,0.374
39.25,0.878,0.609,0.216,0.069,1.421,0.78,0.374
39.5,0.878,0.609,0.216,0.069,1.421,0.78,0.374
39.75,0.877,0.61,0.217,0.07,1.421,0.78,0.374
40.0,0.878,0.61,0.217,0.069,1.421,0.78,0.374
40.25,0.877,0.609,0.217,0.069,1.421,0.78,0.374
40.5,0.878,0.609,0.217,0.069,1.421,0.78,0.374
40.75,0.877,0.609,0.217,0.069,1.421,0.78,0.374
41.0,0.878,0.609,0.217,0.069,1.421,0.78,0.374
41.25,0.878,0.609,0.217,0.07,1.421,0.78,0.374
41.5,0.878,0.61,0.217,0.069,1.421,0.78,0.374
41.75,0.878,0.609,0.217,0.069,1.421,0.78,0.374
42.0,0.878,0.609,0.217,0.069,1.421,0.78,0.374
42.25,0.878,0.61,0.217,0.069,1.421,0.78,0.374
42.5,0.878,0.61,0.218,0.07,1.421,0.78,0.374
42.75,0.878,0.61,0.218,0.069,1.421,0.78,0.374
43.0,0.878,0.61,0.218,0.069,1.421,0.78,0.374
43.25,0.879,0.61,0.218,0.07,1.421,0.78,0.374
43.5,0.879,0.609,0.218,0.069,1.421,0.78,0.374
43.75,0.88,0.61,0.218,0.07,1.421,0.78,0.374
44.0,0.879,0.61,0.218,0.069,1.421,0.78,0.374
44.25,0.879,0.609,0.218,0.07,1.421,0.78,0.374
44.5,0.879,0.61,0.219,0.069,1.421,0.78,0.374
44.75,0.879,0.61,0.218,0.069,1.421,0.78,0.374
45.0,0.88,0.61,0.218,0.07,1.421,0.78,0.374
45.25,0.879,0.61,0.219,0.07,1.421,0.78,0.374
45.5,0.88,0.61,0.219,0.07,1.421,0.78,0.374
45.75,0.878,0.61,0.218,0.07,1.421,0.78,0.374
46.0,0.879,0.61,0.22,0.07,1.421,0.78,0.374
46.25,0.879,0.61,0.219,0.07,1.45,0.8,0.383
