timestamp,NO2_GM,C2H5OH_GM,VOC_GM,CO_GM,CO_MiCS,C2H5OH_MiCS,VOC_MiCS
0.0,0.884,0.634,0.404,0.069,1.806,1.067,0.491
0.25,0.884,0.634,0.405,0.069,1.806,1.067,0.491
0.5,0.885,0.633,0.406,0.069,1.776,1.043,0.482
0.75,0.885,0.634,0.406,0.069,1.806,1.067,0.491
1.0,0.885,0.633,0.407,0.069,1.776,1.043,0.482
1.25,0.885,0.633,0.406,0.069,1.837,1.091,0.5
1.5,0.885,0.634,0.407,0.069,1.868,1.115,0.51
1.75,0.885,0.633,0.407,0.068,1.899,1.139,0.52
2.0,0.885,0.633,0.408,0.068,1.93,1.163,0.529
2.25,0.886,0.633,0.408,0.069,1.899,1.139,0.52
2.5,0.885,0.634,0.408,0.068,1.93,1.163,0.529
2.75,0.885,0.634,0.408,0.068,1.93,1.163,0.529
3.0,0.886,0.634,0.409,0.068,1.93,1.163,0.529
3.25,0.886,0.634,0.409,0.068,1.93,1.163,0.529
3.5,0.886,0.634,0.409,0.068,1.93,1.163,0.529
3.75,0.886,0.634,0.409,0.068,1.93,1.163,0.529
4.0,0.886,0.634,0.409,0.068,1.93,1.163,0.529
4.25,0.886,0.634,0.409,0.068,1.961,1.188,0.539
4.5,0.885,0.634,0.409,0.068,1.961,1.188,0.539
4.75,0.886,0.634,0.409,0.068,1.961,1.188,0.539
5.0,0.886,0.633,0.409,0.068,1.961,1.188,0.539
5.25,0.886,0.634,0.409,0.068,1.961,1.188,0.539
5.5,0.886,0.633,0.409,0.068,1.961,1.188,0.539
5.75,0.886,0.634,0.409,0.068,1.961,1.188,0.539
6.0,0.886,0.634,0.409,0.068,1.93,1.163,0.529
6.25,0.886,0.633,0.41,0.068,1.961,1.188,0.539
6.5,0.886,0.634,0.41,0.068,1.961,1.188,0.539
6.75,0.886,0.634,0.41,0.068,1.961,1.188,0.539
7.0,0.886,0.634,0.41,0.068,1.961,1.188,0.539
7.25,0.887,0.634,0.41,0.068,1.961,1.188,0.539
7.5,0.887,0.635,0.411,0.068,1.961,1.188,0.539
7.75,0.887,0.634,0.412,0.068,1.961,1.188,0.539
8.0,0.887,0.634,0.411,0.068,1.961,1.188,0.539
8.25,0.887,0.634,0.412,0.068,1.992,1.213,0.549
8.5,0.887,0.634,0.412,0.068,1.961,1.188,0.539
8.75,0.887,0.634,0.412,0.069,1.961,1.188,0.539
9.0,0.887,0.634,0.412,0.068,1.992,1.213,0.549
9.25,0.887,0.634,0.412,0.068,1.961,1.188,0.539
9.5,0.886,0.634,0.412,0.068,1.992,1.213,0.549
9.75,0.887,0.634,0.413,0.069,1.992,1.213,0.549
10.0,0.887,0.635,0.412,0.069,1.992,1.213,0.549
10.25,0.887,0.634,0.412,0.068,2.056,1.263,0.568
10.5,0.887,0.634,0.412,0.069,1.992,1.213,0.549
10.75,0.887,0.634,0.413,0.069,2.024,1.238,0.558
11.0,0.887,0.634,0.414,0.069,1.961,1.188,0.539
11.25,0.887,0.634,0.413,0.069,1.992,1.213,0.549
11.5,0.888,0.634,0.414,0.069,1.992,1.213,0.549
11.75,0.887,0.634,0.414,0.069,1.992,1.213,0.549
12.0,0.887,0.634,0.415,0.069,2.024,1.238,0.558
12.25,0.887,0.634,0.414,0.069,2.024,1.238,0.558
12.5,0.888,0.635,0.415,0.069,2.024,1.238,0.558
12.75,0.889,0.634,0.415,0.069,2.056,1.263,0.568
13.0,0.888,0.634,0.416,0.069,2.024,1.238,0.558
13.25,0.887,0.634,0.415,0.069,2.024,1.238,0.558
13.5,0.887,0.634,0.416,0.069,2.024,1.238,0.558
13.75,0.888,0.635,0.416,0.068,2.024,1.238,0.558
14.0,0.888,0.634,0.417,0.069,2.024,1.238,0.558
14.25,0.889,0.635,0.417,0.069,2.024,1.238,0.558
14.5,0.888,0.634,0.417,0.069,2.024,1.238,0.558
14.75,0.889,0.634,0.417,0.069,2.024,1.238,0.558
15.0,0.889,0.635,0.418,0.069,2.024,1.238,0.558
15.25,0.889,0.634,0.418,0.069,2.024,1.238,0.558
15.5,0.888,0.634,0.418,0.069,2.024,1.238,0.558
15.75,0.887,0.634,0.418,0.069,2.024,1.238,0.558
16.0,0.889,0.634,0.418,0.069,2.056,1.263,0.568
