timestamp,NO2_GM,C2H5OH_GM,VOC_GM,CO_GM,CO_MiCS,C2H5OH_MiCS,VOC_MiCS
0.0,0.958,0.721,0.43,0.064,2.649,1.76,0.758
0.25,0.958,0.72,0.43,0.064,2.649,1.76,0.758
0.5,0.957,0.72,0.43,0.064,2.649,1.76,0.758
0.75,0.958,0.721,0.43,0.064,2.649,1.76,0.758
1.0,0.957,0.72,0.43,0.064,2.649,1.76,0.758
1.25,0.957,0.721,0.431,0.064,2.649,1.76,0.758
1.5,0.96,0.721,0.432,0.065,2.683,1.79,0.769
1.75,0.958,0.721,0.432,0.065,2.752,1.851,0.791
2.0,0.958,0.721,0.433,0.066,2.752,1.851,0.791
2.25,0.958,0.721,0.434,0.065,2.752,1.851,0.791
2.5,0.96,0.72,0.434,0.065,2.787,1.881,0.803
2.75,0.96,0.722,0.435,0.066,2.787,1.881,0.803
3.0,0.957,0.72,0.434,0.065,2.787,1.881,0.803
3.25,0.958,0.721,0.436,0.066,2.787,1.881,0.803
3.5,0.96,0.721,0.436,0.066,2.787,1.881,0.803
3.75,0.961,0.721,0.436,0.066,2.787,1.881,0.803
4.0,0.96,0.721,0.437,0.066,2.787,1.881,0.803
4.25,0.96,0.72,0.436,0.066,2.787,1.881,0.803
4.5,0.96,0.721,0.436,0.066,2.787,1.881,0.803
4.75,0.96,0.721,0.437,0.066,2.787,1.881,0.803
5.0,0.96,0.722,0.438,0.067,2.787,1.881,0.803
5.25,0.96,0.721,0.438,0.066,2.787,1.881,0.803
5.5,0.96,0.722,0.438,0.066,2.787,1.881,0.803
5.75,0.96,0.721,0.438,0.066,2.787,1.881,0.803
6.0,0.96,0.721,0.438,0.066,2.822,1.912,0.814
6.25,0.96,0.721,0.439,0.066,2.822,1.912,0.814
6.5,0.96,0.721,0.439,0.067,2.822,1.912,0.814
6.75,0.96,0.72,0.44,0.066,2.822,1.912,0.814
7.0,0.96,0.721,0.439,0.066,2.787,1.881,0.803
7.25,0.96,0.721,0.441,0.067,2.857,1.943,0.825
7.5,0.96,0.721,0.441,0.066,2.822,1.912,0.814
7.75,0.96,0.721,0.442,0.066,2.822,1.912,0.814
8.0,0.96,0.721,0.441,0.066,2.822,1.912,0.814
8.25,0.96,0.721,0.442,0.066,2.822,1.912,0.814
8.5,0.96,0.721,0.444,0.067,2.787,1.881,0.803
8.75,0.96,0.723,0.442,0.066,2.822,1.912,0.814
9.0,0.961,0.722,0.444,0.067,2.822,1.912,0.814
9.25,0.96,0.721,0.444,0.067,2.822,1.912,0.814
9.5,0.961,0.722,0.444,0.067,2.822,1.912,0.814
9.75,0.96,0.722,0.444,0.066,2.822,1.912,0.814
10.0,0.96,0.721,0.444,0.067,2.822,1.912,0.814
10.25,0.96,0.721,0.444,0.067,2.822,1.912,0.814
10.5,0.961,0.722,0.445,0.067,2.822,1.912,0.814
10.75,0.96,0.722,0.445,0.067,2.822,1.912,0.814
11.0,0.96,0.721,0.445,0.067,2.822,1.912,0.814
11.25,0.96,0.721,0.445,0.067,2.822,1.912,0.814
11.5,0.96,0.722,0.445,0.067,2.822,1.912,0.814
11.75,0.96,0.721,0.446,0.067,2.822,1.912,0.814
12.0,0.958,0.721,0.445,0.066,2.822,1.912,0.814
12.25,0.958,0.721,0.446,0.066,2.822,1.912,0.814
12.5,0.96,0.721,0.446,0.067,2.822,1.912,0.814
12.75,0.961,0.721,0.446,0.068,2.822,1.912,0.814
13.0,0.96,0.722,0.448,0.067,2.822,1.912,0.814
13.25,0.96,0.722,0.448,0.067,2.857,1.943,0.825
13.5,0.96,0.721,0.447,0.067,2.857,1.943,0.825
13.75,0.96,0.722,0.448,0.067,2.857,1.943,0.825
14.0,0.961,0.722,0.448,0.067,2.857,1.943,0.825
14.25,0.961,0.722,0.449,0.067,2.857,1.943,0.825
14.5,0.96,0.722,0.449,0.068,2.857,1.943,0.825
14.75,0.961,0.721,0.45,0.068,2.857,1.943,0.825
15.0,0.961,0.722,0.449,0.067,2.857,1.943,0.825
15.25,0.961,0.721,0.449,0.067,2.857,1.943,0.825
15.5,0.961,0.722,0.45,0.067,2.857,1.943,0.825
15.75,0.961,0.722,0.45,0.067,2.857,1.943,0.825
16.0,0.961,0.721,0.45,0.068,2.857,1.943,0.825
16.25,0.961,0.722,0.45,0.067,2.857,1.943,0.825
16.5,0.961,0.722,0.45,0.068,2.857,1.943,0.825
16.75,0.96,0.721,0.449,0.067,2.892,1.974,0.837
17.0,0.96,0.722,0.449,0.067,2.998,2.07,0.872
17.25,0.96,0.721,0.45,0.067,2.857,1.943,0.825
17.5,0.961,0.722,0.45,0.068,2.892,1.974,0.837
17.75,0.96,0.722,0.45,0.068,2.857,1.943,0.825
18.0,0.96,0.722,0.45,0.068,2.857,1.943,0.825
18.25,0.96,0.722,0.452,0.068,2.857,1.943,0.825
18.5,0.96,0.722,0.452,0.068,2.857,1.943,0.825
18.75,0.96,0.722,0.452,0.068,2.892,1.974,0.837
19.0,0.96,0.721,0.452,0.067,2.857,1.943,0.825
19.25,0.961,0.722,0.451,0.068,2.857,1.943,0.825
19.5,0.96,0.721,0.452,0.068,2.857,1.943,0.825
19.75,0.96,0.721,0.452,0.067,2.857,1.943,0.825
20.0,0.96,0.721,0.452,0.068,2.857,1.943,0.825
20.25,0.958,0.722,0.452,0.068,2.857,1.943,0.825
20.5,0.96,0.723,0.452,0.068,2.892,1.974,0.837
20.75,0.961,0.721,0.453,0.067,2.857,1.943,0.825
21.0,0.961,0.722,0.453,0.067,2.857,1.943,0.825
21.25,0.96,0.722,0.453,0.068,2.857,1.943,0.825
21.5,0.96,0.722,0.453,0.068,2.857,1.943,0.825
21.75,0.96,0.722,0.454,0.067,2.857,1.943,0.825
22.0,0.961,0.722,0.454,0.068,2.857,1.943,0.825
22.25,0.96,0.722,0.454,0.068,2.892,1.974,0.837
22.5,0.96,0.722,0.454,0.068,2.892,1.974,0.837
22.75,0.96,0.722,0.454,0.068,2.892,1.974,0.837
23.0,0.96,0.722,0.454,0.068,2.892,1.974,0.837
23.25,0.958,0.722,0.453,0.068,2.892,1.974,0.837
23.5,0.96,0.722,0.454,0.067,2.892,1.974,0.837
23.75,0.96,0.722,0.454,0.068,2.892,1.974,0.837
24.0,0.96,0.721,0.454,0.068,2.857,1.943,0.825
24.25,0.96,0.721,0.454,0.068,2.892,1.974,0.837
24.5,0.96,0.721,0.455,0.067,2.892,1.974,0.837
24.75,0.96,0.722,0.454,0.067,2.892,1.974,0.837
25.0,0.96,0.722,0.454,0.067,2.892,1.974,0.837
25.25,0.96,0.721,0.455,0.067,2.892,1.974,0.837
25.5,0.96,0.721,0.456,0.067,2.892,1.974,0.837
25.75,0.96,0.722,0.455,0.068,2.892,1.974,0.837
