timestamp,NO2_GM,C2H5OH_GM,VOC_GM,CO_GM,CO_MiCS,C2H5OH_MiCS,VOC_MiCS
0.0,0.951,0.705,0.371,0.068,1.596,0.907,0.427
0.25,0.953,0.706,0.373,0.068,1.596,0.907,0.427
0.5,0.953,0.705,0.374,0.068,1.596,0.907,0.427
0.75,0.953,0.705,0.376,0.068,1.596,0.907,0.427
1.0,0.951,0.705,0.378,0.067,1.596,0.907,0.427
1.25,0.951,0.706,0.377,0.067,1.776,1.043,0.482
1.5,0.951,0.705,0.378,0.065,1.776,1.043,0.482
1.75,0.951,0.705,0.377,0.064,1.837,1.091,0.5
2.0,0.951,0.705,0.377,0.063,1.837,1.091,0.5
2.25,0.951,0.705,0.377,0.062,1.93,1.163,0.529
2.5,0.951,0.705,0.377,0.062,1.899,1.139,0.52
2.75,0.953,0.705,0.377,0.062,1.899,1.139,0.52
3.0,0.953,0.705,0.377,0.062,1.93,1.163,0.529
3.25,0.951,0.705,0.377,0.062,1.93,1.163,0.529
3.5,0.953,0.706,0.377,0.062,1.93,1.163,0.529
3.75,0.951,0.705,0.377,0.061,1.961,1.188,0.539
4.0,0.951,0.706,0.377,0.061,1.961,1.188,0.539
4.25,0.953,0.705,0.378,0.061,1.961,1.188,0.539
4.5,0.953,0.705,0.377,0.061,1.961,1.188,0.539
4.75,0.951,0.705,0.377,0.061,1.992,1.213,0.549
5.0,0.951,0.705,0.377,0.062,1.992,1.213,0.549
5.25,0.952,0.705,0.378,0.061,1.992,1.213,0.549
5.5,0.951,0.705,0.378,0.061,1.992,1.213,0.549
5.75,0.951,0.705,0.378,0.061,1.992,1.213,0.549
6.0,0.951,0.705,0.378,0.061,1.992,1.213,0.549
6.25,0.952,0.705,0.378,0.061,1.992,1.213,0.549
6.5,0.951,0.705,0.378,0.061,2.024,1.238,0.558
6.75,0.951,0.705,0.379,0.061,2.024,1.238,0.558
7.0,0.951,0.705,0.379,0.061,2.024,1.238,0.558
7.25,0.953,0.706,0.378,0.061,2.024,1.238,0.558
7.5,0.951,0.705,0.378,0.061,2.024,1.238,0.558
7.75,0.951,0.706,0.379,0.061,2.024,1.238,0.558
8.0,0.951,0.706,0.379,0.062,2.024,1.238,0.558
8.25,0.953,0.705,0.38,0.061,2.024,1.238,0.558
8.5,0.953,0.706,0.38,0.061,2.056,1.263,0.568
8.75,0.953,0.705,0.38,0.061,2.024,1.238,0.558
9.0,0.953,0.707,0.38,0.061,2.056,1.263,0.568
9.25,0.952,0.706,0.38,0.062,2.056,1.263,0.568
9.5,0.953,0.706,0.38,0.062,2.056,1.263,0.568
9.75,0.951,0.705,0.38,0.062,2.056,1.263,0.568
10.0,0.951,0.706,0.38,0.061,2.056,1.263,0.568
10.25,0.951,0.705,0.38,0.061,2.056,1.263,0.568
10.5,0.951,0.705,0.381,0.062,2.056,1.263,0.568
10.75,0.951,0.706,0.381,0.061,2.056,1.263,0.568
11.0,0.951,0.705,0.381,0.062,2.056,1.263,0.568
11.25,0.951,0.706,0.381,0.061,2.056,1.263,0.568
11.5,0.951,0.706,0.381,0.062,2.087,1.289,0.578
11.75,0.951,0.705,0.382,0.062,2.087,1.289,0.578
12.0,0.953,0.706,0.384,0.062,2.087,1.289,0.578
12.25,0.951,0.706,0.384,0.062,2.087,1.289,0.578
12.5,0.951,0.706,0.384,0.062,2.087,1.289,0.578
12.75,0.95,0.706,0.384,0.062,2.119,1.315,0.588
13.0,0.951,0.706,0.384,0.062,2.087,1.289,0.578
13.25,0.952,0.705,0.384,0.062,2.087,1.289,0.578
13.5,0.951,0.706,0.384,0.062,2.119,1.315,0.588
13.75,0.952,0.706,0.385,0.062,2.119,1.315,0.588
14.0,0.953,0.706,0.385,0.062,2.119,1.315,0.588
14.25,0.951,0.706,0.385,0.062,2.119,1.315,0.588
14.5,0.952,0.705,0.385,0.062,2.119,1.315,0.588
14.75,0.951,0.706,0.386,0.062,2.119,1.315,0.588
15.0,0.953,0.706,0.386,0.062,2.119,1.315,0.588
15.25,0.952,0.706,0.386,0.062,2.119,1.315,0.588
15.5,0.951,0.706,0.387,0.062,2.151,1.341,0.598
15.75,0.952,0.705,0.387,0.062,2.119,1.315,0.588
16.0,0.951,0.706,0.388,0.062,2.151,1.341,0.598
16.25,0.952,0.706,0.388,0.062,2.119,1.315,0.588
16.5,0.952,0.706,0.388,0.062,2.151,1.341,0.598
16.75,0.953,0.706,0.388,0.062,2.151,1.341,0.598
17.0,0.951,0.707,0.389,0.062,2.119,1.315,0.588
17.25,0.953,0.706,0.389,0.062,2.151,1.341,0.598
17.5,0.953,0.706,0.389,0.062,2.151,1.341,0.598
17.75,0.952,0.707,0.39,0.063,2.151,1.341,0.598
18.0,0.951,0.706,0.388,0.063,2.151,1.341,0.598
18.25,0.953,0.707,0.389,0.063,2.151,1.341,0.598
18.5,0.953,0.707,0.39,0.062,2.151,1.341,0.598
18.75,0.954,0.707,0.39,0.062,2.151,1.341,0.598
19.0,0.953,0.706,0.39,0.063,2.151,1.341,0.598
19.25,0.953,0.706,0.39,0.063,2.151,1.341,0.598
19.5,0.952,0.707,0.391,0.062,2.151,1.341,0.598
19.75,0.953,0.706,0.39,0.063,2.151,1.341,0.598
20.0,0.953,0.707,0.391,0.063,2.184,1.367,0.609
20.25,0.952,0.706,0.391,0.063,2.151,1.341,0.598
20.5,0.952,0.706,0.392,0.062,2.184,1.367,0.609
20.75,0.953,0.706,0.392,0.063,2.184,1.367,0.609
21.0,0.952,0.706,0.392,0.062,2.184,1.367,0.609
21.25,0.951,0.707,0.393,0.062,2.216,1.394,0.619
21.5,0.952,0.706,0.392,0.062,2.151,1.341,0.598
21.75,0.953,0.706,0.393,0.063,2.184,1.367,0.609
22.0,0.953,0.706,0.393,0.063,2.184,1.367,0.609
22.25,0.952,0.706,0.393,0.063,2.184,1.367,0.609
22.5,0.953,0.706,0.394,0.063,2.184,1.367,0.609
22.75,0.953,0.706,0.394,0.063,2.184,1.367,0.609
23.0,0.953,0.706,0.394,0.062,2.248,1.42,0.629
23.25,0.953,0.708,0.395,0.063,2.184,1.367,0.609
23.5,0.954,0.707,0.395,0.063,2.184,1.367,0.609
23.75,0.952,0.707,0.396,0.063,2.184,1.367,0.609
24.0,0.953,0.708,0.396,0.063,2.216,1.394,0.619
24.25,0.953,0.706,0.396,0.064,2.216,1.394,0.619
24.5,0.953,0.708,0.396,0.063,2.216,1.394,0.619
24.75,0.953,0.706,0.396,0.064,2.184,1.367,0.609
25.0,0.954,0.708,0.397,0.063,2.216,1.394,0.619
25.25,0.953,0.706,0.397,0.063,2.216,1.394,0.619
25.5,0.953,0.707,0.397,0.063,2.216,1.394,0.619
25.75,0.952,0.708,0.397,0.063,2.248,1.42,0.629
26.0,0.953,0.707,0.397,0.063,2.216,1.394,0.619
26.25,0.953,0.706,0.398,0.063,2.216,1.394,0.619
26.5,0.953,0.707,0.398,0.063,2.216,1.394,0.619
26.75,0.953,0.706,0.398,0.063,2.216,1.394,0.619
27.0,0.951,0.708,0.398,0.063,2.216,1.394,0.619
27.25,0.953,0.707,0.399,0.063,2.216,1.394,0.619
27.5,0.953,0.706,0.399,0.063,2.216,1.394,0.619
27.75,0.953,0.708,0.399,0.063,2.216,1.394,0.619
28.0,0.954,0.707,0.399,0.063,2.216,1.394,0.619
28.25,0.953,0.707,0.399,0.063,2.216,1.394,0.619
28.5,0.953,0.707,0.399,0.063,2.216,1.394,0.619
28.75,0.953,0.707,0.4,0.063,2.216,1.394,0.619
29.0,0.951,0.707,0.401,0.063,2.216,1.394,0.619
29.25,0.953,0.708,0.4,0.064,2.216,1.394,0.619
29.5,0.953,0.707,0.401,0.064,2.216,1.394,0.619
29.75,0.953,0.707,0.401,0.063,2.248,1.42,0.629
30.0,0.953,0.708,0.401,0.064,2.248,1.42,0.629
30.25,0.953,0.707,0.401,0.063,2.216,1.394,0.619
30.5,0.954,0.708,0.402,0.064,2.248,1.42,0.629
30.75,0.953,0.708,0.402,0.064,2.248,1.42,0.629
31.0,0.953,0.707,0.402,0.064,2.248,1.42,0.629
31.25,0.953,0.707,0.402,0.064,2.248,1.42,0.629
31.5,0.953,0.708,0.403,0.063,2.248,1.42,0.629
31.75,0.953,0.707,0.403,0.063,2.248,1.42,0.629
32.0,0.954,0.708,0.404,0.064,2.248,1.42,0.629
32.25,0.954,0.708,0.404,0.064,2.281,1.447,0.64
32.5,0.953,0.708,0.404,0.064,2.248,1.42,0.629
32.75,0.953,0.708,0.404,0.063,2.248,1.42,0.629
