timestamp,NO2_GM,C2H5OH_GM,VOC_GM,CO_GM,CO_MiCS,C2H5OH_MiCS,VOC_MiCS
0.0,0.953,0.688,0.352,0.064,1.746,1.02,0.472
0.25,0.951,0.687,0.352,0.064,1.746,1.02,0.472
0.5,0.951,0.687,0.352,0.063,1.746,1.02,0.472
0.75,0.951,0.687,0.351,0.064,1.746,1.02,0.472
1.0,0.951,0.687,0.352,0.063,1.746,1.02,0.472
1.25,0.951,0.687,0.352,0.063,1.746,1.02,0.472
1.5,0.951,0.687,0.353,0.063,1.746,1.02,0.472
1.75,0.951,0.687,0.352,0.064,1.746,1.02,0.472
2.0,0.951,0.687,0.354,0.064,1.776,1.043,0.482
2.25,0.951,0.687,0.354,0.064,1.806,1.067,0.491
2.5,0.951,0.687,0.354,0.064,1.806,1.067,0.491
2.75,0.951,0.687,0.356,0.065,1.806,1.067,0.491
3.0,0.951,0.686,0.356,0.066,1.837,1.091,0.5
3.25,0.953,0.687,0.356,0.066,1.868,1.115,0.51
3.5,0.953,0.688,0.357,0.066,1.868,1.115,0.51
3.75,0.953,0.687,0.357,0.066,1.868,1.115,0.51
4.0,0.951,0.686,0.357,0.066,1.868,1.115,0.51
4.25,0.951,0.686,0.358,0.067,1.868,1.115,0.51
4.5,0.953,0.688,0.359,0.067,1.868,1.115,0.51
4.75,0.953,0.686,0.359,0.067,1.961,1.188,0.539
5.0,0.953,0.687,0.36,0.067,1.899,1.139,0.52
5.25,0.953,0.686,0.361,0.067,1.93,1.163,0.529
5.5,0.952,0.686,0.361,0.068,1.93,1.163,0.529
5.75,0.953,0.686,0.362,0.067,1.93,1.163,0.529
6.0,0.951,0.686,0.362,0.067,1.93,1.163,0.529
6.25,0.953,0.686,0.364,0.068,1.93,1.163,0.529
6.5,0.953,0.687,0.364,0.068,1.93,1.163,0.529
6.75,0.954,0.688,0.365,0.068,1.93,1.163,0.529
7.0,0.954,0.687,0.365,0.068,1.93,1.163,0.529
7.25,0.953,0.686,0.365,0.068,1.961,1.188,0.539
7.5,0.952,0.688,0.366,0.068,1.961,1.188,0.539
7.75,0.953,0.687,0.367,0.068,1.961,1.188,0.539
8.0,0.951,0.687,0.367,0.068,1.93,1.163,0.529
8.25,0.953,0.689,0.368,0.068,1.961,1.188,0.539
8.5,0.953,0.687,0.368,0.068,1.961,1.188,0.539
8.75,0.953,0.688,0.369,0.068,1.961,1.188,0.539
9.0,0.954,0.689,0.37,0.068,1.961,1.188,0.539
9.25,0.952,0.687,0.37,0.069,1.961,1.188,0.539
9.5,0.953,0.687,0.37,0.068,1.93,1.163,0.529
9.75,0.953,0.687,0.37,0.069,1.961,1.188,0.539
10.0,0.953,0.688,0.372,0.069,1.961,1.188,0.539
10.25,0.954,0.689,0.372,0.069,1.992,1.213,0.549
10.5,0.953,0.688,0.372,0.069,1.992,1.213,0.549
10.75,0.953,0.687,0.373,0.07,1.961,1.188,0.539
11.0,0.953,0.687,0.373,0.069,1.992,1.213,0.549
11.25,0.953,0.688,0.374,0.07,1.992,1.213,0.549
11.5,0.953,0.687,0.374,0.069,1.992,1.213,0.549
11.75,0.953,0.688,0.374,0.069,1.961,1.188,0.539
12.0,0.953,0.688,0.375,0.069,1.961,1.188,0.539
12.25,0.952,0.687,0.375,0.069,1.992,1.213,0.549
12.5,0.953,0.688,0.375,0.069,1.992,1.213,0.549
12.75,0.953,0.688,0.376,0.07,1.992,1.213,0.549
13.0,0.953,0.687,0.376,0.069,1.992,1.213,0.549
13.25,0.953,0.688,0.377,0.069,1.992,1.213,0.549
13.5,0.953,0.687,0.376,0.07,1.992,1.213,0.549
13.75,0.953,0.687,0.377,0.07,1.992,1.213,0.549
14.0,0.953,0.687,0.378,0.07,1.961,1.188,0.539
14.25,0.953,0.688,0.378,0.07,1.992,1.213,0.549
14.5,0.953,0.689,0.378,0.07,1.992,1.213,0.549
14.75,0.953,0.688,0.38,0.07,2.024,1.238,0.558
15.0,0.951,0.688,0.38,0.07,2.024,1.238,0.558
15.25,0.953,0.687,0.38,0.07,1.992,1.213,0.549
15.5,0.953,0.689,0.381,0.069,2.024,1.238,0.558
15.75,0.953,0.689,0.381,0.07,1.992,1.213,0.549
16.0,0.953,0.687,0.381,0.07,2.024,1.238,0.558
16.25,0.951,0.689,0.381,0.07,1.992,1.213,0.549
16.5,0.952,0.689,0.381,0.069,1.992,1.213,0.549
16.75,0.953,0.689,0.382,0.07,2.024,1.238,0.558
17.0,0.953,0.688,0.382,0.07,2.024,1.238,0.558
17.25,0.953,0.689,0.384,0.07,2.024,1.238,0.558
17.5,0.952,0.689,0.384,0.069,2.024,1.238,0.558
17.75,0.953,0.688,0.384,0.07,2.024,1.238,0.558
18.0,0.953,0.689,0.385,0.07,2.024,1.238,0.558
18.25,0.953,0.689,0.384,0.07,2.056,1.263,0.568
18.5,0.953,0.688,0.385,0.07,2.056,1.263,0.568
18.75,0.953,0.689,0.386,0.07,2.024,1.238,0.558
19.0,0.953,0.689,0.386,0.07,2.024,1.238,0.558
19.25,0.954,0.688,0.386,0.071,2.024,1.238,0.558
19.5,0.953,0.689,0.387,0.07,1.992,1.213,0.549
19.75,0.952,0.689,0.388,0.07,2.056,1.263,0.568
20.0,0.953,0.689,0.388,0.07,2.056,1.263,0.568
20.25,0.953,0.689,0.388,0.07,2.056,1.263,0.568
20.5,0.953,0.689,0.388,0.07,2.024,1.238,0.558
20.75,0.953,0.689,0.388,0.07,2.056,1.263,0.568
21.0,0.953,0.689,0.389,0.071,2.056,1.263,0.568
21.25,0.953,0.689,0.389,0.071,2.056,1.263,0.568
21.5,0.953,0.689,0.388,0.071,2.056,1.263,0.568
21.75,0.952,0.689,0.389,0.071,2.056,1.263,0.568
22.0,0.953,0.689,0.389,0.07,2.056,1.263,0.568
22.25,0.953,0.689,0.39,0.07,2.151,1.341,0.598
22.5,0.953,0.689,0.39,0.071,2.056,1.263,0.568
22.75,0.953,0.689,0.39,0.071,2.056,1.263,0.568
23.0,0.954,0.689,0.39,0.07,2.056,1.263,0.568
23.25,0.953,0.689,0.39,0.071,2.056,1.263,0.568
23.5,0.953,0.689,0.391,0.07,2.056,1.263,0.568
23.75,0.953,0.689,0.391,0.071,2.056,1.263,0.568
24.0,0.954,0.689,0.391,0.071,2.056,1.263,0.568
24.25,0.953,0.689,0.392,0.07,2.056,1.263,0.568
24.5,0.953,0.689,0.393,0.07,2.087,1.289,0.578
