timestamp,NO2_GM,C2H5OH_GM,VOC_GM,CO_GM,CO_MiCS,C2H5OH_MiCS,VOC_MiCS
0.0,0.897,0.658,0.394,0.062,1.899,1.139,0.52
0.25,0.896,0.658,0.394,0.062,1.868,1.115,0.51
0.5,0.896,0.659,0.394,0.061,1.868,1.115,0.51
0.75,0.897,0.659,0.394,0.061,1.868,1.115,0.51
1.0,0.897,0.659,0.394,0.062,1.868,1.115,0.51
1.25,0.897,0.658,0.394,0.062,1.868,1.115,0.51
1.5,0.897,0.659,0.395,0.061,1.899,1.139,0.52
1.75,0.897,0.659,0.395,0.062,1.899,1.139,0.52
2.0,0.897,0.658,0.395,0.062,1.93,1.163,0.529
2.25,0.898,0.658,0.394,0.062,1.93,1.163,0.529
2.5,0.898,0.658,0.396,0.062,1.899,1.139,0.52
2.75,0.898,0.658,0.396,0.062,1.93,1.163,0.529
3.0,0.898,0.658,0.396,0.062,1.93,1.163,0.529
3.25,0.898,0.659,0.396,0.062,1.93,1.163,0.529
3.5,0.898,0.658,0.396,0.063,1.93,1.163,0.529
3.75,0.898,0.659,0.396,0.062,1.93,1.163,0.529
4.0,0.898,0.659,0.396,0.062,1.93,1.163,0.529
4.25,0.899,0.658,0.397,0.062,1.961,1.188,0.539
4.5,0.899,0.658,0.397,0.062,1.93,1.163,0.529
4.75,0.899,0.658,0.397,0.063,1.93,1.163,0.529
5.0,0.898,0.659,0.397,0.063,1.93,1.163,0.529
5.25,0.9,0.658,0.398,0.063,1.93,1.163,0.529
5.5,0.898,0.659,0.398,0.063,1.93,1.163,0.529
5.75,0.899,0.659,0.398,0.063,1.961,1.188,0.539
6.0,0.899,0.658,0.399,0.063,2.087,1.289,0.578
6.25,0.898,0.659,0.4,0.064,1.93,1.163,0.529
6.5,0.9,0.659,0.401,0.064,1.961,1.188,0.539
6.75,0.9,0.659,0.401,0.063,1.93,1.163,0.529
7.0,0.898,0.659,0.4,0.064,1.961,1.188,0.539
7.25,0.898,0.659,0.401,0.064,1.961,1.188,0.539
7.5,0.899,0.659,0.401,0.063,1.961,1.188,0.539
7.75,0.9,0.659,0.402,0.064,1.961,1.188,0.539
8.0,0.9,0.659,0.402,0.064,1.961,1.188,0.539
8.25,0.9,0.659,0.402,0.064,1.961,1.188,0.539
8.5,0.9,0.659,0.402,0.064,1.961,1.188,0.539
8.75,0.9,0.659,0.403,0.063,1.961,1.188,0.539
9.0,0.9,0.659,0.403,0.064,1.961,1.188,0.539
9.25,0.9,0.659,0.403,0.064,1.961,1.188,0.539
9.5,0.9,0.659,0.404,0.064,1.961,1.188,0.539
9.75,0.9,0.659,0.404,0.063,1.961,1.188,0.539
10.0,0.9,0.659,0.404,0.064,1.93,1.163,0.529
10.25,0.9,0.659,0.405,0.064,1.961,1.188,0.539
10.5,0.901,0.659,0.405,0.065,1.961,1.188,0.539
10.75,0.901,0.659,0.406,0.064,1.992,1.213,0.549
11.0,0.901,0.659,0.406,0.064,2.024,1.238,0.558
11.25,0.9,0.659,0.406,0.064,1.992,1.213,0.549
11.5,0.901,0.659,0.405,0.064,1.961,1.188,0.539
11.75,0.9,0.659,0.406,0.064,1.961,1.188,0.539
12.0,0.901,0.659,0.406,0.064,1.961,1.188,0.539
12.25,0.9,0.659,0.406,0.064,1.961,1.188,0.539
12.5,0.9,0.659,0.406,0.064,1.961,1.188,0.539
12.75,0.901,0.659,0.406,0.064,1.961,1.188,0.539
13.0,0.9,0.658,0.406,0.064,1.961,1.188,0.539
13.25,0.9,0.659,0.407,0.064,1.93,1.163,0.529
13.5,0.901,0.659,0.407,0.065,1.992,1.213,0.549
13.75,0.9,0.659,0.407,0.064,1.961,1.188,0.539
14.0,0.9,0.659,0.408,0.064,1.992,1.213,0.549
14.25,0.9,0.659,0.408,0.065,1.961,1.188,0.539
14.5,0.9,0.659,0.408,0.065,1.961,1.188,0.539
14.75,0.901,0.659,0.408,0.064,1.992,1.213,0.549
15.0,0.9,0.658,0.409,0.064,1.992,1.213,0.549
15.25,0.901,0.659,0.409,0.065,1.93,1.163,0.529
15.5,0.901,0.659,0.41,0.065,1.961,1.188,0.539
15.75,0.901,0.659,0.41,0.065,1.961,1.188,0.539
16.0,0.9,0.659,0.409,0.065,1.992,1.213,0.549
16.25,0.9,0.659,0.41,0.065,1.992,1.213,0.549
16.5,0.9,0.659,0.41,0.065,1.961,1.188,0.539
16.75,0.9,0.659,0.41,0.064,1.992,1.213,0.549
17.0,0.901,0.66,0.41,0.064,1.961,1.188,0.539
17.25,0.901,0.659,0.411,0.065,1.992,1.213,0.549
17.5,0.901,0.659,0.412,0.065,1.992,1.213,0.549
17.75,0.901,0.66,0.412,0.065,1.992,1.213,0.549
18.0,0.9,0.66,0.412,0.065,1.992,1.213,0.549
18.25,0.901,0.659,0.412,0.065,2.056,1.263,0.568
18.5,0.901,0.66,0.412,0.064,2.056,1.263,0.568
18.75,0.901,0.66,0.413,0.065,1.992,1.213,0.549
19.0,0.901,0.659,0.413,0.064,2.024,1.238,0.558
19.25,0.901,0.66,0.414,0.065,2.151,1.341,0.598
19.5,0.901,0.66,0.414,0.065,2.024,1.238,0.558
19.75,0.901,0.66,0.414,0.065,2.024,1.238,0.558
20.0,0.902,0.66,0.415,0.065,2.087,1.289,0.578
20.25,0.901,0.66,0.417,0.065,2.184,1.367,0.609
20.5,0.901,0.66,0.416,0.065,2.056,1.263,0.568
20.75,0.902,0.66,0.417,0.065,2.216,1.394,0.619
21.0,0.901,0.66,0.417,0.065,2.024,1.238,0.558
21.25,0.901,0.66,0.418,0.065,2.056,1.263,0.568
21.5,0.902,0.661,0.418,0.065,2.056,1.263,0.568
21.75,0.901,0.66,0.418,0.065,2.056,1.263,0.568
22.0,0.901,0.66,0.418,0.065,1.992,1.213,0.549
22.25,0.902,0.66,0.419,0.065,1.992,1.213,0.549
22.5,0.901,0.661,0.418,0.065,1.93,1.163,0.529
22.75,0.902,0.661,0.42,0.065,2.024,1.238,0.558
23.0,0.901,0.66,0.419,0.065,1.992,1.213,0.549
23.25,0.902,0.66,0.42,0.065,1.992,1.213,0.549
23.5,0.902,0.661,0.42,0.065,1.992,1.213,0.549
23.75,0.902,0.66,0.419,0.066,1.992,1.213,0.549
24.0,0.902,0.661,0.42,0.065,1.992,1.213,0.549
24.25,0.902,0.66,0.42,0.065,1.992,1.213,0.549
24.5,0.902,0.66,0.42,0.065,2.024,1.238,0.558
24.75,0.902,0.661,0.42,0.065,1.992,1.213,0.549
25.0,0.903,0.661,0.421,0.065,2.151,1.341,0.598
25.25,0.902,0.661,0.421,0.065,2.087,1.289,0.578
25.5,0.902,0.661,0.422,0.065,2.184,1.367,0.609
25.75,0.902,0.661,0.422,0.065,2.056,1.263,0.568
26.0,0.902,0.661,0.422,0.066,2.056,1.263,0.568
26.25,0.902,0.66,0.422,0.066,1.992,1.213,0.549
26.5,0.903,0.66,0.422,0.065,1.992,1.213,0.549
26.75,0.902,0.661,0.423,0.066,2.024,1.238,0.558
27.0,0.902,0.661,0.423,0.066,2.024,1.238,0.558
27.25,0.902,0.661,0.423,0.066,1.992,1.213,0.549
27.5,0.902,0.66,0.423,0.066,1.992,1.213,0.549
27.75,0.902,0.661,0.423,0.066,1.992,1.213,0.549
28.0,0.902,0.661,0.423,0.066,1.992,1.213,0.549
28.25,0.903,0.661,0.423,0.066,1.992,1.213,0.549
28.5,0.902,0.66,0.423,0.066,2.024,1.238,0.558
28.75,0.902,0.661,0.424,0.066,1.992,1.213,0.549
29.0,0.902,0.661,0.423,0.066,1.992,1.213,0.549
29.25,0.903,0.661,0.424,0.066,2.024,1.238,0.558
29.5,0.902,0.661,0.424,0.066,1.961,1.188,0.539
29.75,0.902,0.661,0.425,0.066,1.992,1.213,0.549
30.0,0.903,0.661,0.425,0.066,1.992,1.213,0.549
30.25,0.902,0.661,0.425,0.066,1.992,1.213,0.549
30.5,0.902,0.66,0.424,0.066,2.024,1.238,0.558
30.75,0.903,0.661,0.425,0.066,2.024,1.238,0.558
31.0,0.902,0.661,0.425,0.066,2.056,1.263,0.568
31.25,0.902,0.661,0.426,0.066,2.024,1.238,0.558
31.5,0.902,0.661,0.425,0.066,2.024,1.238,0.558
31.75,0.903,0.661,0.425,0.066,2.024,1.238,0.558
32.0,0.903,0.661,0.425,0.066,2.024,1.238,0.558
32.25,0.902,0.661,0.425,0.066,2.024,1.238,0.558
