timestamp,NO2_GM,C2H5OH_GM,VOC_GM,CO_GM,CO_MiCS,C2H5OH_MiCS,VOC_MiCS
0.0,0.956,0.682,0.396,0.069,1.685,0.974,0.454
0.25,0.956,0.683,0.396,0.068,1.685,0.974,0.454
0.5,0.956,0.683,0.397,0.069,1.685,0.974,0.454
0.75,0.956,0.682,0.396,0.069,1.685,0.974,0.454
1.0,0.956,0.682,0.397,0.069,1.685,0.974,0.454
1.25,0.956,0.682,0.397,0.069,1.715,0.997,0.463
1.5,0.957,0.683,0.398,0.069,1.746,1.02,0.472
1.75,0.956,0.683,0.399,0.07,1.837,1.091,0.5
2.0,0.956,0.682,0.399,0.07,1.868,1.115,0.51
2.25,0.957,0.683,0.4,0.07,1.961,1.188,0.539
2.5,0.957,0.683,0.401,0.07,1.961,1.188,0.539
2.75,0.957,0.683,0.401,0.07,1.961,1.188,0.539
3.0,0.957,0.683,0.401,0.07,1.992,1.213,0.549
3.25,0.957,0.683,0.402,0.07,1.992,1.213,0.549
3.5,0.957,0.683,0.402,0.07,1.992,1.213,0.549
3.75,0.957,0.683,0.402,0.07,2.024,1.238,0.558
4.0,0.957,0.683,0.403,0.071,2.024,1.238,0.558
4.25,0.957,0.683,0.404,0.07,2.024,1.238,0.558
4.5,0.957,0.683,0.404,0.071,2.024,1.238,0.558
4.75,0.957,0.683,0.404,0.071,2.024,1.238,0.558
5.0,0.957,0.684,0.404,0.07,2.024,1.238,0.558
5.25,0.956,0.683,0.404,0.07,2.056,1.263,0.568
5.5,0.957,0.684,0.405,0.07,2.056,1.263,0.568
5.75,0.957,0.683,0.406,0.07,2.056,1.263,0.568
6.0,0.957,0.683,0.406,0.07,2.056,1.263,0.568
6.25,0.957,0.683,0.406,0.071,2.056,1.263,0.568
6.5,0.957,0.683,0.406,0.07,2.056,1.263,0.568
6.75,0.957,0.683,0.406,0.07,2.056,1.263,0.568
7.0,0.957,0.683,0.407,0.071,2.056,1.263,0.568
7.25,0.957,0.684,0.407,0.071,2.056,1.263,0.568
7.5,0.957,0.685,0.407,0.07,2.056,1.263,0.568
7.75,0.957,0.684,0.408,0.07,2.056,1.263,0.568
8.0,0.957,0.683,0.408,0.071,2.056,1.263,0.568
8.25,0.957,0.683,0.408,0.071,2.056,1.263,0.568
8.5,0.957,0.683,0.408,0.071,2.087,1.289,0.578
8.75,0.957,0.683,0.409,0.071,2.056,1.263,0.568
9.0,0.957,0.684,0.409,0.07,2.087,1.289,0.578
9.25,0.958,0.685,0.41,0.071,2.087,1.289,0.578
9.5,0.957,0.685,0.411,0.071,2.087,1.289,0.578
9.75,0.957,0.684,0.412,0.071,2.087,1.289,0.578
10.0,0.957,0.684,0.412,0.071,2.087,1.289,0.578
10.25,0.957,0.685,0.412,0.071,2.087,1.289,0.578
10.5,0.958,0.684,0.412,0.071,2.087,1.289,0.578
10.75,0.957,0.684,0.412,0.072,2.087,1.289,0.578
11.0,0.957,0.685,0.414,0.071,2.087,1.289,0.578
11.25,0.96,0.685,0.413,0.071,2.087,1.289,0.578
11.5,0.957,0.684,0.414,0.071,2.119,1.315,0.588
11.75,0.958,0.685,0.415,0.072,2.087,1.289,0.578
12.0,0.957,0.684,0.415,0.071,2.119,1.315,0.588
12.25,0.958,0.684,0.415,0.071,2.119,1.315,0.588
12.5,0.958,0.685,0.416,0.071,2.119,1.315,0.588
12.75,0.96,0.685,0.417,0.071,2.087,1.289,0.578
13.0,0.957,0.685,0.416,0.072,2.119,1.315,0.588
13.25,0.958,0.685,0.417,0.072,2.119,1.315,0.588
13.5,0.96,0.685,0.418,0.071,2.119,1.315,0.588
13.75,0.96,0.685,0.418,0.072,2.119,1.315,0.588
14.0,0.957,0.684,0.417,0.071,2.119,1.315,0.588
14.25,0.96,0.685,0.418,0.072,2.087,1.289,0.578
14.5,0.96,0.685,0.418,0.071,2.119,1.315,0.588
14.75,0.958,0.684,0.418,0.071,2.119,1.315,0.588
15.0,0.96,0.684,0.419,0.071,2.151,1.341,0.598
15.25,0.958,0.685,0.42,0.072,2.119,1.315,0.588
15.5,0.957,0.685,0.42,0.072,2.119,1.315,0.588
15.75,0.958,0.685,0.42,0.072,2.119,1.315,0.588
16.0,0.957,0.685,0.42,0.072,2.119,1.315,0.588
16.25,0.957,0.685,0.421,0.072,2.119,1.315,0.588
16.5,0.957,0.685,0.421,0.072,2.119,1.315,0.588
16.75,0.96,0.684,0.421,0.072,2.087,1.289,0.578
17.0,0.957,0.685,0.421,0.072,2.119,1.315,0.588
17.25,0.96,0.685,0.422,0.072,2.119,1.315,0.588
17.5,0.958,0.685,0.423,0.072,2.151,1.341,0.598
17.75,0.957,0.685,0.422,0.072,2.151,1.341,0.598
18.0,0.958,0.685,0.422,0.072,2.151,1.341,0.598
18.25,0.958,0.685,0.423,0.072,2.151,1.341,0.598
18.5,0.959,0.685,0.423,0.072,2.151,1.341,0.598
18.75,0.958,0.685,0.424,0.073,2.119,1.315,0.588
19.0,0.958,0.685,0.424,0.072,2.151,1.341,0.598
