timestamp,NO2_GM,C2H5OH_GM,VOC_GM,CO_GM,CO_MiCS,C2H5OH_MiCS,VOC_MiCS
0.0,0.965,0.717,0.41,0.064,1.27,0.673,0.329
0.25,0.965,0.717,0.411,0.064,1.235,0.649,0.319
0.5,0.964,0.717,0.411,0.064,1.253,0.661,0.324
0.75,0.964,0.717,0.412,0.064,1.27,0.673,0.329
1.0,0.965,0.717,0.411,0.064,1.288,0.686,0.335
1.25,0.964,0.716,0.412,0.064,1.27,0.673,0.329
1.5,0.964,0.717,0.414,0.064,1.288,0.686,0.335
1.75,0.964,0.717,0.414,0.064,1.324,0.711,0.345
2.0,0.965,0.717,0.414,0.064,1.306,0.698,0.34
2.25,0.965,0.717,0.415,0.064,1.342,0.723,0.351
2.5,0.965,0.716,0.416,0.064,1.342,0.723,0.351
2.75,0.966,0.717,0.417,0.064,1.288,0.686,0.335
3.0,0.964,0.717,0.418,0.064,1.378,0.749,0.361
3.25,0.964,0.717,0.418,0.064,1.324,0.711,0.345
3.5,0.965,0.716,0.42,0.064,1.306,0.698,0.34
3.75,0.966,0.717,0.42,0.064,1.306,0.698,0.34
4.0,0.965,0.716,0.42,0.064,1.306,0.698,0.34
4.25,0.964,0.717,0.42,0.064,1.306,0.698,0.34
4.5,0.965,0.718,0.421,0.064,1.306,0.698,0.34
4.75,0.965,0.717,0.421,0.064,1.306,0.698,0.34
5.0,0.965,0.717,0.42,0.064,1.306,0.698,0.34
5.25,0.965,0.717,0.421,0.064,1.306,0.698,0.34
5.5,0.965,0.718,0.422,0.064,1.324,0.711,0.345
5.75,0.965,0.717,0.421,0.064,1.306,0.698,0.34
6.0,0.964,0.717,0.422,0.064,1.306,0.698,0.34
6.25,0.964,0.718,0.422,0.064,1.342,0.723,0.351
6.5,0.965,0.717,0.423,0.064,1.324,0.711,0.345
6.75,0.964,0.717,0.423,0.064,1.306,0.698,0.34
7.0,0.964,0.717,0.422,0.064,1.306,0.698,0.34
7.25,0.965,0.718,0.423,0.065,1.288,0.686,0.335
7.5,0.965,0.717,0.423,0.064,1.306,0.698,0.34
7.75,0.965,0.718,0.424,0.064,1.324,0.711,0.345
8.0,0.965,0.717,0.424,0.064,1.306,0.698,0.34
8.25,0.965,0.718,0.424,0.065,1.342,0.723,0.351
8.5,0.965,0.717,0.424,0.064,1.324,0.711,0.345
8.75,0.965,0.717,0.424,0.065,1.324,0.711,0.345
9.0,0.965,0.718,0.425,0.065,1.36,0.736,0.356
9.25,0.965,0.718,0.426,0.064,1.306,0.698,0.34
9.5,0.964,0.718,0.428,0.065,1.396,0.762,0.367
9.75,0.964,0.717,0.426,0.065,1.342,0.723,0.351
10.0,0.964,0.717,0.427,0.065,1.378,0.749,0.361
10.25,0.965,0.717,0.428,0.065,1.378,0.749,0.361
10.5,0.965,0.718,0.429,0.065,1.36,0.736,0.356
10.75,0.965,0.718,0.429,0.065,1.378,0.749,0.361
11.0,0.964,0.718,0.429,0.064,1.36,0.736,0.356
11.25,0.966,0.718,0.43,0.065,1.378,0.749,0.361
11.5,0.966,0.718,0.43,0.065,1.378,0.749,0.361
11.75,0.964,0.719,0.431,0.065,1.36,0.736,0.356
12.0,0.965,0.719,0.431,0.065,1.342,0.723,0.351
12.25,0.966,0.719,0.431,0.065,1.396,0.762,0.367
12.5,0.966,0.718,0.432,0.065,1.378,0.749,0.361
12.75,0.965,0.718,0.432,0.065,1.378,0.749,0.361
13.0,0.965,0.718,0.433,0.065,1.36,0.736,0.356
13.25,0.966,0.719,0.433,0.065,1.378,0.749,0.361
13.5,0.965,0.717,0.433,0.065,1.378,0.749,0.361
13.75,0.965,0.719,0.433,0.064,1.36,0.736,0.356
14.0,0.966,0.719,0.433,0.065,1.396,0.762,0.367
14.25,0.965,0.717,0.434,0.065,1.36,0.736,0.356
14.5,0.965,0.718,0.435,0.065,1.414,0.775,0.372
14.75,0.965,0.719,0.436,0.065,1.396,0.762,0.367
15.0,0.964,0.719,0.436,0.065,1.36,0.736,0.356
15.25,0.965,0.719,0.436,0.065,1.433,0.788,0.378
15.5,0.966,0.719,0.436,0.065,1.433,0.788,0.378
15.75,0.966,0.718,0.437,0.065,1.414,0.775,0.372
16.0,0.966,0.718,0.438,0.065,1.396,0.762,0.367
16.25,0.966,0.72,0.438,0.065,1.396,0.762,0.367
16.5,0.965,0.718,0.438,0.065,1.414,0.775,0.372
16.75,0.965,0.718,0.438,0.065,1.396,0.762,0.367
17.0,0.966,0.72,0.439,0.065,1.36,0.736,0.356
17.25,0.967,0.718,0.438,0.066,1.36,0.736,0.356
17.5,0.966,0.718,0.439,0.065,1.433,0.788,0.378
17.75,0.965,0.718,0.439,0.065,1.414,0.775,0.372
18.0,0.966,0.72,0.439,0.066,1.433,0.788,0.378
18.25,0.965,0.72,0.441,0.065,1.414,0.775,0.372
18.5,0.966,0.72,0.441,0.066,1.414,0.775,0.372
18.75,0.965,0.72,0.44,0.065,1.414,0.775,0.372
19.0,0.966,0.721,0.442,0.065,1.433,0.788,0.378
19.25,0.966,0.721,0.441,0.066,1.396,0.762,0.367
19.5,0.967,0.721,0.442,0.065,1.451,0.801,0.383
19.75,0.966,0.721,0.442,0.066,1.414,0.775,0.372
20.0,0.966,0.721,0.442,0.065,1.433,0.788,0.378
20.25,0.966,0.721,0.444,0.066,1.414,0.775,0.372
20.5,0.966,0.721,0.444,0.066,1.414,0.775,0.372
20.75,0.966,0.72,0.444,0.065,1.396,0.762,0.367
21.0,0.966,0.721,0.444,0.066,1.414,0.775,0.372
21.25,0.967,0.721,0.445,0.066,1.451,0.801,0.383
21.5,0.966,0.721,0.445,0.066,1.378,0.749,0.361
21.75,0.966,0.721,0.444,0.066,1.396,0.762,0.367
22.0,0.965,0.721,0.445,0.065,1.396,0.762,0.367
22.25,0.967,0.722,0.445,0.065,1.396,0.762,0.367
22.5,0.966,0.721,0.445,0.065,1.414,0.775,0.372
22.75,0.967,0.72,0.444,0.065,1.414,0.775,0.372
23.0,0.966,0.721,0.445,0.066,1.414,0.775,0.372
23.25,0.966,0.721,0.445,0.066,1.396,0.762,0.367
23.5,0.967,0.722,0.446,0.065,1.396,0.762,0.367
23.75,0.967,0.721,0.445,0.066,1.396,0.762,0.367
24.0,0.965,0.72,0.446,0.066,1.414,0.775,0.372
24.25,0.966,0.721,0.445,0.066,1.433,0.788,0.378
24.5,0.966,0.72,0.446,0.065,1.433,0.788,0.378
24.75,0.966,0.721,0.446,0.066,1.433,0.788,0.378
25.0,0.966,0.721,0.446,0.065,1.433,0.788,0.378
25.25,0.967,0.721,0.446,0.065,1.451,0.801,0.383
25.5,0.967,0.721,0.448,0.066,1.414,0.775,0.372
25.75,0.967,0.721,0.448,0.066,1.414,0.775,0.372
26.0,0.966,0.722,0.448,0.066,1.414,0.775,0.372
26.25,0.966,0.72,0.448,0.066,1.396,0.762,0.367
26.5,0.966,0.721,0.448,0.066,1.414,0.775,0.372
26.75,0.966,0.721,0.447,0.065,1.414,0.775,0.372
27.0,0.966,0.721,0.447,0.065,1.433,0.788,0.378
27.25,0.966,0.721,0.448,0.066,1.414,0.775,0.372
27.5,0.968,0.721,0.448,0.065,1.414,0.775,0.372
27.75,0.966,0.72,0.448,0.065,1.396,0.762,0.367
28.0,0.966,0.722,0.448,0.065,1.414,0.775,0.372
28.25,0.966,0.721,0.448,0.065,1.414,0.775,0.372
28.5,0.969,0.721,0.449,0.065,1.414,0.775,0.372
28.75,0.966,0.722,0.448,0.065,1.36,0.736,0.356
29.0,0.966,0.721,0.446,0.065,1.324,0.711,0.345
29.25,0.966,0.72,0.445,0.064,1.306,0.698,0.34
29.5,0.966,0.721,0.445,0.064,1.306,0.698,0.34
29.75,0.967,0.721,0.445,0.064,1.288,0.686,0.335
30.0,0.965,0.721,0.445,0.064,1.288,0.686,0.335
30.25,0.966,0.721,0.444,0.064,1.27,0.673,0.329
