timestamp,NO2_GM,C2H5OH_GM,VOC_GM,CO_GM,CO_MiCS,C2H5OH_MiCS,VOC_MiCS
0.0,0.877,0.618,0.212,0.066,1.392,0.759,0.366
0.25,0.877,0.619,0.212,0.066,1.336,0.719,0.349
0.5,0.877,0.618,0.212,0.066,1.392,0.759,0.366
0.75,0.877,0.618,0.212,0.067,1.336,0.719,0.349
1.0,0.877,0.619,0.212,0.067,1.421,0.78,0.374
1.25,0.878,0.618,0.212,0.067,1.421,0.78,0.374
1.5,0.879,0.618,0.213,0.067,1.421,0.78,0.374
1.75,0.879,0.619,0.212,0.067,1.421,0.78,0.374
2.0,0.878,0.619,0.213,0.067,1.421,0.78,0.374
2.25,0.879,0.618,0.212,0.067,1.421,0.78,0.374
2.5,0.878,0.618,0.212,0.067,1.421,0.78,0.374
2.75,0.878,0.619,0.213,0.068,1.421,0.78,0.374
3.0,0.878,0.618,0.213,0.068,1.421,0.78,0.374
3.25,0.878,0.618,0.213,0.068,1.45,0.8,0.383
3.5,0.878,0.618,0.213,0.068,1.421,0.78,0.374
3.75,0.879,0.619,0.213,0.068,1.421,0.78,0.374
4.0,0.879,0.619,0.213,0.068,1.421,0.78,0.374
4.25,0.878,0.618,0.214,0.068,1.421,0.78,0.374
4.5,0.878,0.618,0.214,0.068,1.421,0.78,0.374
4.75,0.878,0.618,0.214,0.068,1.421,0.78,0.374
5.0,0.879,0.619,0.214,0.068,1.421,0.78,0.374
5.25,0.879,0.618,0.214,0.068,1.421,0.78,0.374
5.5,0.878,0.619,0.214,0.069,1.421,0.78,0.374
5.75,0.879,0.619,0.214,0.068,1.45,0.8,0.383
6.0,0.879,0.619,0.214,0.069,1.45,0.8,0.383
6.25,0.878,0.619,0.215,0.069,1.421,0.78,0.374
6.5,0.878,0.618,0.215,0.069,1.421,0.78,0.374
6.75,0.879,0.618,0.215,0.069,1.421,0.78,0.374
7.0,0.879,0.618,0.215,0.068,1.421,0.78,0.374
7.25,0.879,0.618,0.216,0.069,1.421,0.78,0.374
7.5,0.879,0.619,0.216,0.069,1.421,0.78,0.374
7.75,0.879,0.618,0.216,0.069,1.421,0.78,0.374
8.0,0.879,0.619,0.216,0.069,1.421,0.78,0.374
8.25,0.879,0.619,0.216,0.069,1.421,0.78,0.374
8.5,0.878,0.619,0.217,0.069,1.421,0.78,0.374
8.75,0.878,0.618,0.217,0.069,1.421,0.78,0.374
