timestamp,NO2_GM,C2H5OH_GM,VOC_GM,CO_GM,CO_MiCS,C2H5OH_MiCS,VOC_MiCS
0.0,0.905,0.597,0.422,0.094,2.787,1.881,0.803
0.25,0.905,0.598,0.425,0.095,2.752,1.851,0.791
0.5,0.906,0.598,0.428,0.095,2.787,1.881,0.803
0.75,0.905,0.598,0.429,0.095,2.787,1.881,0.803
1.0,0.905,0.598,0.431,0.095,2.752,1.851,0.791
1.25,0.905,0.598,0.434,0.095,2.787,1.881,0.803
1.5,0.906,0.599,0.437,0.096,2.787,1.881,0.803
1.75,0.906,0.598,0.439,0.097,2.822,1.912,0.814
2.0,0.907,0.599,0.442,0.098,2.718,1.82,0.78
2.25,0.906,0.599,0.445,0.098,2.892,1.974,0.837
2.5,0.908,0.599,0.448,0.098,2.892,1.974,0.837
2.75,0.908,0.599,0.452,0.099,2.998,2.07,0.872
3.0,0.908,0.599,0.453,0.099,2.892,1.974,0.837
3.25,0.909,0.599,0.457,0.099,2.892,1.974,0.837
3.5,0.909,0.599,0.46,0.1,2.927,2.006,0.849
3.75,0.909,0.599,0.462,0.101,2.927,2.006,0.849
4.0,0.909,0.599,0.465,0.101,2.927,2.006,0.849
4.25,0.909,0.6,0.469,0.101,2.927,2.006,0.849
4.5,0.908,0.599,0.471,0.101,2.927,2.006,0.849
4.75,0.909,0.599,0.474,0.102,2.963,2.038,0.86
5.0,0.909,0.599,0.477,0.102,2.963,2.038,0.86
5.25,0.909,0.601,0.48,0.103,2.963,2.038,0.86
5.5,0.909,0.601,0.482,0.102,2.963,2.038,0.86
5.75,0.91,0.601,0.484,0.102,2.998,2.07,0.872
6.0,0.909,0.6,0.486,0.103,2.963,2.038,0.86
6.25,0.91,0.601,0.489,0.103,2.963,2.038,0.86
6.5,0.91,0.602,0.492,0.103,2.963,2.038,0.86
6.75,0.91,0.6,0.494,0.104,2.963,2.038,0.86
7.0,0.91,0.602,0.497,0.104,2.963,2.038,0.86
7.25,0.909,0.601,0.498,0.104,2.927,2.006,0.849
7.5,0.909,0.601,0.5,0.104,2.927,2.006,0.849
7.75,0.909,0.601,0.502,0.105,2.963,2.038,0.86
8.0,0.91,0.601,0.505,0.105,2.963,2.038,0.86
8.25,0.91,0.601,0.506,0.105,2.963,2.038,0.86
8.5,0.91,0.601,0.512,0.105,2.963,2.038,0.86
8.75,0.91,0.601,0.513,0.106,2.963,2.038,0.86
9.0,0.91,0.601,0.514,0.105,2.927,2.006,0.849
9.25,0.91,0.602,0.516,0.105,2.963,2.038,0.86
9.5,0.91,0.602,0.517,0.105,2.963,2.038,0.86
9.75,0.91,0.603,0.518,0.105,2.963,2.038,0.86
10.0,0.91,0.602,0.519,0.105,2.963,2.038,0.86
10.25,0.91,0.602,0.521,0.105,2.927,2.006,0.849
10.5,0.909,0.602,0.522,0.105,2.963,2.038,0.86
10.75,0.909,0.602,0.524,0.106,2.927,2.006,0.849
11.0,0.909,0.602,0.525,0.106,2.963,2.038,0.86
11.25,0.91,0.602,0.527,0.106,2.963,2.038,0.86
11.5,0.91,0.603,0.529,0.106,2.963,2.038,0.86
11.75,0.91,0.602,0.53,0.106,2.963,2.038,0.86
12.0,0.911,0.602,0.532,0.106,2.998,2.07,0.872
12.25,0.912,0.603,0.534,0.107,2.998,2.07,0.872
12.5,0.912,0.602,0.535,0.107,2.998,2.07,0.872
12.75,0.913,0.603,0.536,0.108,2.998,2.07,0.872
13.0,0.913,0.603,0.539,0.107,2.998,2.07,0.872
13.25,0.913,0.603,0.539,0.107,2.998,2.07,0.872
13.5,0.913,0.603,0.54,0.108,2.998,2.07,0.872
13.75,0.913,0.602,0.542,0.108,2.998,2.07,0.872
