timestamp,NO2_GM,C2H5OH_GM,VOC_GM,CO_GM,CO_MiCS,C2H5OH_MiCS,VOC_MiCS
0.0,0.879,0.63,0.22,0.066,1.392,0.759,0.366
0.25,0.879,0.63,0.22,0.066,1.392,0.759,0.366
0.5,0.879,0.63,0.22,0.066,1.392,0.759,0.366
0.75,0.878,0.63,0.22,0.067,1.392,0.759,0.366
1.0,0.879,0.63,0.22,0.066,1.392,0.759,0.366
1.25,0.879,0.63,0.221,0.067,1.364,0.739,0.357
1.5,0.88,0.63,0.221,0.067,1.392,0.759,0.366
1.75,0.88,0.63,0.221,0.067,1.392,0.759,0.366
2.0,0.88,0.63,0.221,0.067,1.392,0.759,0.366
2.25,0.881,0.63,0.221,0.067,1.392,0.759,0.366
2.5,0.881,0.63,0.221,0.067,1.421,0.78,0.374
2.75,0.88,0.63,0.222,0.067,1.421,0.78,0.374
3.0,0.881,0.63,0.222,0.068,1.421,0.78,0.374
3.25,0.881,0.63,0.222,0.068,1.421,0.78,0.374
3.5,0.881,0.63,0.222,0.068,1.421,0.78,0.374
3.75,0.881,0.63,0.222,0.067,1.392,0.759,0.366
4.0,0.881,0.63,0.222,0.068,1.421,0.78,0.374
4.25,0.881,0.63,0.222,0.068,1.421,0.78,0.374
4.5,0.881,0.63,0.222,0.068,1.421,0.78,0.374
4.75,0.881,0.63,0.224,0.068,1.45,0.8,0.383
5.0,0.881,0.63,0.224,0.069,1.421,0.78,0.374
5.25,0.881,0.63,0.224,0.068,1.421,0.78,0.374
5.5,0.882,0.63,0.224,0.069,1.421,0.78,0.374
5.75,0.881,0.63,0.225,0.069,1.45,0.8,0.383
6.0,0.882,0.63,0.225,0.069,1.421,0.78,0.374
6.25,0.882,0.63,0.225,0.068,1.421,0.78,0.374
6.5,0.882,0.63,0.225,0.068,1.421,0.78,0.374
6.75,0.882,0.63,0.225,0.069,1.421,0.78,0.374
7.0,0.881,0.63,0.225,0.069,1.421,0.78,0.374
7.25,0.882,0.63,0.225,0.068,1.421,0.78,0.374
7.5,0.882,0.63,0.226,0.069,1.421,0.78,0.374
7.75,0.882,0.63,0.226,0.068,1.421,0.78,0.374
8.0,0.882,0.63,0.226,0.069,1.421,0.78,0.374
8.25,0.882,0.631,0.226,0.069,1.421,0.78,0.374
8.5,0.882,0.63,0.226,0.069,1.421,0.78,0.374
8.75,0.881,0.63,0.226,0.069,1.421,0.78,0.374
9.0,0.882,0.63,0.227,0.069,1.421,0.78,0.374
9.25,0.881,0.63,0.227,0.069,1.421,0.78,0.374
9.5,0.882,0.63,0.228,0.069,1.392,0.759,0.366
9.75,0.882,0.63,0.228,0.069,1.421,0.78,0.374
10.0,0.882,0.631,0.228,0.069,1.421,0.78,0.374
10.25,0.882,0.63,0.228,0.069,1.421,0.78,0.374
10.5,0.882,0.631,0.228,0.069,1.421,0.78,0.374
10.75,0.882,0.63,0.229,0.069,1.421,0.78,0.374
11.0,0.882,0.631,0.228,0.069,1.421,0.78,0.374
11.25,0.882,0.63,0.229,0.069,1.421,0.78,0.374
11.5,0.882,0.63,0.229,0.069,1.421,0.78,0.374
11.75,0.882,0.63,0.229,0.069,1.421,0.78,0.374
12.0,0.882,0.631,0.23,0.069,1.421,0.78,0.374
12.25,0.882,0.631,0.23,0.069,1.421,0.78,0.374
12.5,0.882,0.631,0.23,0.069,1.421,0.78,0.374
12.75,0.882,0.631,0.23,0.069,1.421,0.78,0.374
13.0,0.882,0.631,0.23,0.069,1.421,0.78,0.374
13.25,0.882,0.63,0.231,0.069,1.421,0.78,0.374
13.5,0.882,0.631,0.23,0.069,1.421,0.78,0.374
13.75,0.883,0.631,0.231,0.069,1.421,0.78,0.374
14.0,0.882,0.631,0.231,0.069,1.421,0.78,0.374
14.25,0.882,0.631,0.231,0.069,1.421,0.78,0.374
14.5,0.882,0.631,0.231,0.069,1.421,0.78,0.374
14.75,0.883,0.631,0.232,0.069,1.421,0.78,0.374
15.0,0.882,0.631,0.232,0.07,1.421,0.78,0.374
15.25,0.882,0.631,0.232,0.069,1.421,0.78,0.374
15.5,0.883,0.631,0.232,0.069,1.421,0.78,0.374
15.75,0.882,0.63,0.233,0.07,1.421,0.78,0.374
16.0,0.883,0.631,0.233,0.069,1.421,0.78,0.374
16.25,0.882,0.631,0.233,0.07,1.421,0.78,0.374
16.5,0.883,0.631,0.233,0.069,1.421,0.78,0.374
16.75,0.882,0.631,0.234,0.07,1.421,0.78,0.374
17.0,0.883,0.631,0.234,0.07,1.421,0.78,0.374
17.25,0.884,0.631,0.234,0.069,1.421,0.78,0.374
17.5,0.884,0.631,0.234,0.07,1.421,0.78,0.374
17.75,0.883,0.631,0.234,0.07,1.421,0.78,0.374
18.0,0.882,0.631,0.234,0.07,1.421,0.78,0.374
18.25,0.883,0.631,0.234,0.07,1.421,0.78,0.374
18.5,0.884,0.631,0.234,0.07,1.421,0.78,0.374
18.75,0.884,0.631,0.235,0.07,1.45,0.8,0.383
19.0,0.883,0.632,0.235,0.07,1.45,0.8,0.383
19.25,0.883,0.631,0.235,0.07,1.421,0.78,0.374
19.5,0.883,0.631,0.235,0.07,1.45,0.8,0.383
19.75,0.883,0.631,0.236,0.07,1.421,0.78,0.374
20.0,0.884,0.632,0.236,0.07,1.421,0.78,0.374
20.25,0.883,0.631,0.236,0.07,1.45,0.8,0.383
20.5,0.884,0.631,0.236,0.07,1.421,0.78,0.374
20.75,0.884,0.632,0.237,0.07,1.421,0.78,0.374
21.0,0.883,0.632,0.236,0.07,1.45,0.8,0.383
21.25,0.884,0.631,0.236,0.07,1.421,0.78,0.374
21.5,0.884,0.631,0.237,0.07,1.421,0.78,0.374
21.75,0.884,0.632,0.237,0.07,1.421,0.78,0.374
22.0,0.883,0.631,0.237,0.07,1.421,0.78,0.374
22.25,0.884,0.631,0.237,0.07,1.421,0.78,0.374
22.5,0.884,0.632,0.237,0.07,1.421,0.78,0.374
22.75,0.884,0.632,0.237,0.07,1.421,0.78,0.374
23.0,0.884,0.632,0.237,0.07,1.421,0.78,0.374
23.25,0.884,0.632,0.237,0.07,1.421,0.78,0.374
23.5,0.884,0.631,0.238,0.07,1.421,0.78,0.374
23.75,0.884,0.633,0.238,0.07,1.45,0.8,0.383
24.0,0.884,0.632,0.238,0.07,1.421,0.78,0.374
24.25,0.884,0.632,0.238,0.07,1.45,0.8,0.383
24.5,0.884,0.632,0.238,0.07,1.421,0.78,0.374
24.75,0.884,0.632,0.238,0.07,1.45,0.8,0.383
25.0,0.883,0.632,0.238,0.07,1.45,0.8,0.383
25.25,0.884,0.633,0.238,0.07,1.45,0.8,0.383
25.5,0.884,0.632,0.239,0.07,1.421,0.78,0.374
25.75,0.884,0.631,0.239,0.07,1.45,0.8,0.383
26.0,0.883,0.632,0.239,0.07,1.45,0.8,0.383
26.25,0.884,0.633,0.24,0.07,1.45,0.8,0.383
26.5,0.884,0.632,0.24,0.07,1.45,0.8,0.383
26.75,0.884,0.632,0.239,0.07,1.421,0.78,0.374
27.0,0.884,0.631,0.24,0.07,1.45,0.8,0.383
27.25,0.885,0.631,0.24,0.07,1.45,0.8,0.383
27.5,0.884,0.633,0.241,0.07,1.45,0.8,0.383
27.75,0.884,0.633,0.241,0.07,1.45,0.8,0.383
28.0,0.884,0.633,0.241,0.071,1.45,0.8,0.383
28.25,0.884,0.633,0.241,0.071,1.45,0.8,0.383
28.5,0.884,0.633,0.241,0.07,1.421,0.78,0.374
28.75,0.884,0.632,0.241,0.07,1.45,0.8,0.383
29.0,0.885,0.632,0.242,0.07,1.45,0.8,0.383
29.25,0.884,0.633,0.242,0.07,1.45,0.8,0.383
29.5,0.884,0.632,0.242,0.071,1.45,0.8,0.383
29.75,0.885,0.633,0.242,0.07,1.45,0.8,0.383
30.0,0.884,0.633,0.242,0.071,1.45,0.8,0.383
30.25,0.884,0.633,0.242,0.07,1.45,0.8,0.383
30.5,0.884,0.633,0.242,0.071,1.45,0.8,0.383
30.75,0.884,0.633,0.242,0.07,1.45,0.8,0.383
31.0,0.884,0.633,0.242,0.07,1.45,0.8,0.383
31.25,0.884,0.633,0.243,0.07,1.45,0.8,0.383
31.5,0.884,0.633,0.243,0.07,1.421,0.78,0.374
31.75,0.885,0.633,0.244,0.07,1.45,0.8,0.383
32.0,0.885,0.633,0.243,0.07,1.45,0.8,0.383
32.25,0.885,0.633,0.244,0.07,1.45,0.8,0.383
32.5,0.885,0.633,0.244,0.071,1.45,0.8,0.383
32.75,0.885,0.633,0.244,0.07,1.45,0.8,0.383
33.0,0.884,0.633,0.244,0.07,1.45,0.8,0.383
33.25,0.884,0.632,0.244,0.07,1.45,0.8,0.383
33.5,0.885,0.633,0.244,0.07,1.45,0.8,0.383
33.75,0.884,0.633,0.244,0.07,1.45,0.8,0.383
34.0,0.884,0.633,0.244,0.07,1.45,0.8,0.383
34.25,0.884,0.633,0.244,0.071,1.45,0.8,0.383
34.5,0.885,0.633,0.244,0.071,1.45,0.8,0.383
34.75,0.884,0.633,0.244,0.07,1.45,0.8,0.383
35.0,0.885,0.633,0.245,0.071,1.45,0.8,0.383
35.25,0.885,0.633,0.244,0.07,1.45,0.8,0.383
35.5,0.885,0.633,0.245,0.071,1.45,0.8,0.383
35.75,0.885,0.633,0.245,0.071,1.479,0.821,0.391
36.0,0.885,0.633,0.245,0.071,1.45,0.8,0.383
36.25,0.885,0.633,0.245,0.07,1.45,0.8,0.383
36.5,0.885,0.633,0.245,0.07,1.45,0.8,0.383
36.75,0.885,0.634,0.246,0.071,1.45,0.8,0.383
37.0,0.885,0.634,0.246,0.07,1.45,0.8,0.383
37.25,0.885,0.633,0.246,0.071,1.45,0.8,0.383
37.5,0.885,0.633,0.245,0.071,1.45,0.8,0.383
37.75,0.885,0.633,0.246,0.071,1.45,0.8,0.383
38.0,0.885,0.634,0.246,0.071,1.45,0.8,0.383
38.25,0.885,0.633,0.246,0.07,1.45,0.8,0.383
38.5,0.885,0.633,0.246,0.071,1.45,0.8,0.383
38.75,0.885,0.633,0.247,0.071,1.45,0.8,0.383
39.0,0.886,0.634,0.247,0.07,1.421,0.78,0.374
39.25,0.885,0.633,0.246,0.071,1.45,0.8,0.383
39.5,0.885,0.633,0.247,0.071,1.45,0.8,0.383
39.75,0.885,0.633,0.247,0.071,1.45,0.8,0.383
40.0,0.886,0.633,0.247,0.071,1.45,0.8,0.383
40.25,0.885,0.634,0.247,0.07,1.45,0.8,0.383
40.5,0.885,0.633,0.247,0.071,1.45,0.8,0.383
40.75,0.885,0.633,0.247,0.071,1.45,0.8,0.383
41.0,0.885,0.633,0.247,0.071,1.45,0.8,0.383
41.25,0.885,0.634,0.248,0.071,1.45,0.8,0.383
41.5,0.885,0.634,0.248,0.071,1.45,0.8,0.383
41.75,0.885,0.633,0.248,0.071,1.45,0.8,0.383
42.0,0.886,0.634,0.248,0.071,1.45,0.8,0.383
42.25,0.885,0.634,0.248,0.071,1.45,0.8,0.383
42.5,0.885,0.634,0.248,0.071,1.45,0.8,0.383
42.75,0.885,0.634,0.249,0.071,1.45,0.8,0.383
43.0,0.885,0.634,0.249,0.071,1.479,0.821,0.391
43.25,0.885,0.634,0.249,0.071,1.45,0.8,0.383
43.5,0.885,0.633,0.249,0.071,1.479,0.821,0.391
43.75,0.885,0.633,0.249,0.071,1.45,0.8,0.383
44.0,0.885,0.633,0.249,0.071,1.45,0.8,0.383
44.25,0.886,0.633,0.249,0.071,1.45,0.8,0.383
44.5,0.885,0.634,0.249,0.071,1.45,0.8,0.383
44.75,0.885,0.634,0.25,0.071,1.45,0.8,0.383
45.0,0.885,0.634,0.25,0.071,1.45,0.8,0.383
45.25,0.885,0.634,0.25,0.071,1.45,0.8,0.383
45.5,0.885,0.633,0.25,0.071,1.45,0.8,0.383
45.75,0.885,0.634,0.25,0.071,1.45,0.8,0.383
46.0,0.886,0.634,0.25,0.071,1.45,0.8,0.383
46.25,0.885,0.634,0.25,0.071,1.45,0.8,0.383
46.5,0.886,0.634,0.25,0.071,1.45,0.8,0.383
46.75,0.885,0.634,0.25,0.071,1.45,0.8,0.383
47.0,0.886,0.634,0.251,0.071,1.45,0.8,0.383
47.25,0.886,0.634,0.251,0.071,1.479,0.821,0.391
47.5,0.885,0.633,0.252,0.071,1.45,0.8,0.383
47.75,0.885,0.634,0.251,0.071,1.45,0.8,0.383
48.0,0.885,0.633,0.252,0.071,1.479,0.821,0.391
48.25,0.886,0.634,0.252,0.071,1.479,0.821,0.391
48.5,0.886,0.634,0.252,0.071,1.45,0.8,0.383
48.75,0.886,0.634,0.252,0.071,1.45,0.8,0.383
49.0,0.885,0.634,0.252,0.071,1.45,0.8,0.383
49.25,0.885,0.634,0.252,0.071,1.45,0.8,0.383
49.5,0.885,0.634,0.252,0.071,1.45,0.8,0.383
49.75,0.886,0.634,0.252,0.071,1.45,0.8,0.383
50.0,0.886,0.634,0.252,0.071,1.45,0.8,0.383
50.25,0.886,0.634,0.252,0.071,1.392,0.759,0.366
50.5,0.885,0.634,0.252,0.071,1.45,0.8,0.383
50.75,0.886,0.634,0.252,0.071,1.479,0.821,0.391
51.0,0.885,0.634,0.252,0.071,1.45,0.8,0.383
51.25,0.886,0.634,0.252,0.072,1.45,0.8,0.383
51.5,0.886,0.635,0.253,0.072,1.479,0.821,0.391
51.75,0.886,0.634,0.253,0.071,1.45,0.8,0.383
52.0,0.886,0.634,0.253,0.071,1.479,0.821,0.391
52.25,0.886,0.634,0.253,0.071,1.479,0.821,0.391
52.5,0.886,0.634,0.252,0.071,1.45,0.8,0.383
52.75,0.886,0.634,0.253,0.071,1.45,0.8,0.383
53.0,0.886,0.634,0.253,0.071,1.479,0.821,0.391
53.25,0.886,0.634,0.253,0.071,1.479,0.821,0.391
53.5,0.886,0.634,0.253,0.071,1.479,0.821,0.391
53.75,0.887,0.634,0.253,0.071,1.479,0.821,0.391
54.0,0.886,0.635,0.253,0.071,1.479,0.821,0.391
54.25,0.887,0.635,0.254,0.071,1.479,0.821,0.391
54.5,0.886,0.634,0.254,0.071,1.45,0.8,0.383
54.75,0.886,0.635,0.254,0.071,1.479,0.821,0.391
55.0,0.887,0.634,0.254,0.071,1.596,0.907,0.427
55.25,0.886,0.634,0.254,0.072,1.479,0.821,0.391
55.5,0.887,0.634,0.254,0.071,1.479,0.821,0.391
55.75,0.886,0.634,0.254,0.071,1.479,0.821,0.391
56.0,0.886,0.635,0.254,0.071,1.479,0.821,0.391
56.25,0.887,0.635,0.256,0.072,1.479,0.821,0.391
56.5,0.887,0.635,0.256,0.071,1.479,0.821,0.391
56.75,0.887,0.634,0.254,0.071,1.364,0.739,0.357
57.0,0.886,0.635,0.256,0.072,1.45,0.8,0.383
57.25,0.886,0.634,0.256,0.072,1.479,0.821,0.391
57.5,0.886,0.635,0.256,0.072,1.508,0.842,0.4
57.75,0.887,0.635,0.256,0.072,1.479,0.821,0.391
58.0,0.887,0.634,0.256,0.072,1.45,0.8,0.383
58.25,0.887,0.635,0.256,0.071,1.479,0.821,0.391
58.5,0.886,0.635,0.256,0.071,1.479,0.821,0.391
58.75,0.887,0.635,0.256,0.071,1.479,0.821,0.391
59.0,0.886,0.634,0.256,0.072,1.479,0.821,0.391
59.25,0.886,0.634,0.257,0.072,1.45,0.8,0.383
59.5,0.886,0.635,0.256,0.072,1.479,0.821,0.391
59.75,0.886,0.635,0.256,0.072,1.479,0.821,0.391
60.0,0.886,0.634,0.256,0.072,1.479,0.821,0.391
60.25,0.886,0.635,0.256,0.071,1.479,0.821,0.391
60.5,0.886,0.634,0.257,0.072,1.479,0.821,0.391
60.75,0.887,0.634,0.257,0.072,1.479,0.821,0.391
61.0,0.886,0.635,0.256,0.072,1.566,0.885,0.418
61.25,0.886,0.636,0.257,0.071,1.508,0.842,0.4
61.5,0.886,0.635,0.257,0.072,1.479,0.821,0.391
61.75,0.887,0.635,0.257,0.071,1.479,0.821,0.391
62.0,0.887,0.635,0.257,0.072,1.479,0.821,0.391
62.25,0.886,0.635,0.257,0.071,1.479,0.821,0.391
62.5,0.886,0.635,0.257,0.072,1.479,0.821,0.391
62.75,0.886,0.635,0.258,0.072,1.508,0.842,0.4
63.0,0.887,0.635,0.257,0.071,1.508,0.842,0.4
63.25,0.886,0.636,0.258,0.071,1.537,0.864,0.409
63.5,0.887,0.636,0.258,0.072,1.479,0.821,0.391
63.75,0.887,0.635,0.258,0.072,1.479,0.821,0.391
64.0,0.887,0.636,0.258,0.072,1.479,0.821,0.391
64.25,0.887,0.636,0.258,0.071,1.479,0.821,0.391
64.5,0.887,0.635,0.258,0.072,1.479,0.821,0.391
64.75,0.887,0.635,0.259,0.072,1.479,0.821,0.391
65.0,0.887,0.635,0.259,0.072,1.479,0.821,0.391
65.25,0.887,0.636,0.26,0.072,1.479,0.821,0.391
65.5,0.887,0.636,0.26,0.071,1.479,0.821,0.391
65.75,0.887,0.636,0.26,0.072,1.479,0.821,0.391
66.0,0.887,0.636,0.259,0.072,1.479,0.821,0.391
66.25,0.887,0.636,0.26,0.072,1.479,0.821,0.391
66.5,0.887,0.637,0.26,0.071,1.479,0.821,0.391
66.75,0.887,0.635,0.26,0.072,1.479,0.821,0.391
67.0,0.887,0.635,0.26,0.072,1.479,0.821,0.391
67.25,0.887,0.635,0.26,0.072,1.479,0.821,0.391
67.5,0.887,0.636,0.26,0.072,1.479,0.821,0.391
67.75,0.887,0.636,0.26,0.072,1.479,0.821,0.391
68.0,0.887,0.635,0.26,0.071,1.479,0.821,0.391
68.25,0.887,0.636,0.26,0.071,1.479,0.821,0.391
68.5,0.887,0.636,0.26,0.072,1.479,0.821,0.391
68.75,0.887,0.636,0.26,0.072,1.479,0.821,0.391
69.0,0.887,0.635,0.261,0.072,1.479,0.821,0.391
69.25,0.886,0.635,0.26,0.072,1.479,0.821,0.391
69.5,0.887,0.636,0.26,0.072,1.479,0.821,0.391
69.75,0.887,0.635,0.26,0.072,1.45,0.8,0.383
70.0,0.887,0.635,0.26,0.071,1.421,0.78,0.374
70.25,0.886,0.635,0.26,0.071,1.421,0.78,0.374
70.5,0.886,0.636,0.26,0.072,1.421,0.78,0.374
70.75,0.886,0.636,0.26,0.071,1.421,0.78,0.374
71.0,0.886,0.636,0.26,0.071,1.421,0.78,0.374
71.25,0.886,0.636,0.26,0.07,1.45,0.8,0.383
71.5,0.886,0.636,0.26,0.07,1.421,0.78,0.374
71.75,0.886,0.636,0.26,0.07,1.421,0.78,0.374
